"ID","obs","time","elapsed","date","hhmmss","replicate","TIME","E","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","blfa_1","blfa_2","blfa_3","Fo","Fm","Fv","Fv/Fm","Adark","LightAdaptedID","Fs","Fm'","PhiPS2","PS2/1","Qabs_fs","Afs","ETR","Fv'/Fm'","PhiCO2","NPQ","DarkPulseID","Fo'","Fv'","qP","qN","qP_Fo","qN_Fo","Qin","Qabs","alpha","convert","S","K","CO2_s","CO2_r","H2O_s","H2O_r","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","F_avg","dF/dt","dF_dc/dt","F_dc_avg","period","time_1","hhmmss_1","count","co2_adj","h2o_adj","co2_at","h2o_at","co2_cv","h2o_cv","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","uniqueid","Species","Leak","LeakPct","CorrFact","CorrFactPct","Fan","DarkAdaptedID","Fv.Fm","Fm.","PS2.1","Fv..Fm.","Fo.","Fv.","P1_dur","P2_dur","P3_dur","P1_Qmax","P1_Fmax","P2_dQdt","P3_ΔF","Geometry","Custom","TIME.1","CO2_a","H2O_a","state","dF.dt","dF_dc.dt","time.1","hhmmss.1","co2_t","h2o_t","co2_match","h2o_match","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","F.MN","F.SLP","F.SD","F.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","DIAG","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","X"
"0",3,1605917816.6,1342.09999990463,"20201120 18:16:56","18:16:56",NA,1605917808.85,0.00605276618745878,-1.47406093930632,417.874068272205,415.717174723814,42.301355445485,42.5208304303932,0.925792274933726,2.28619659138856,0.75788939417373,0.486211063294994,0.00797865936,17.5543696672611,17.5543696672611,2.01394100637903,53.2208079265554,1.21417986883121,2.28140067040466,0.799761137547815,-266.926988866932,245.435008279331,21.2656392736725,-0.21836265456875,NA,NA,NA,0,0,0,NA,0,"-",0,NA,0,NA,0,0,0,NA,0,0,"-",NA,NA,0,0,0,0,0.0499916,0.041992944,0.84,0.19,6,0.5,417.874066666667,419.9815,11.93237,-0.01152609,300.431733333333,101.655133333333,0.09999736,19.5456733333333,17.3562933333333,999.9,0,0,10002.832,0,0.001860206,0.0499916,0,0,0,721.654666666667,0.0499916,-14.7446666666667,-3.312,34.2789333333333,39.5496,37.3038,39.1539333333333,36.6415333333333,0,0,0,1605917819.2,721.8044,NA,NA,-14.5272,15,NA,NA,20,0.083,-0.005,420,0,0.39,0.02,260.338,321.322,17.0004,24.3671,30,24.4254,24.4113,"2020-11-20-1718_boof_25C",NA,10,3,1,0,55071,"-",0,0,0.5,0,0,0,0,0,0,0,0,0,0,"0: Broadleaf",2,1605917808.85,419.566066666667,12.07037,0,2.06615389463219,2.05461553121226,1605917857.1,"18:17:37",1605917834.6,1605917857.1,-1.692,-0.138,-2.2137985,0.0696574108818009,0.13002872347197,1,721.764857142857,-0.0810399072688925,1.83744911910673,1,13.2551825,0.0666540337710883,0.00642833133480221,1,3,3,"3/3",100,100,-1.692,-0.138,-1.07129211424044,-0.00181141279402287,4.19476790672773e-07,-1.79954926950479e-10,-0.14274207643978,0.083250285742971,0.00261849381797789,-3.84268067825068e-05,6,2051,1,23,11.2,10.8,2,15.2915,99.3889,0,17,420,0,103.025,101.057,NA
"0",1,1606328244.6,0,"20201125 10:17:24","10:17:24",NA,1606328236.85,0.00352704058614318,18.5334308614067,396.104079855579,280.860694970018,28.314293180075,39.9322769177509,0.290469809896446,2.2715125961098,0.271299854697489,0.17117921344549,98.0010160531127,15.1675546854294,15.40156,1.75611632027969,25.8563274049225,0.459904466895462,1.77869215412204,1.29621185338423,-155.542489848914,24.3972454283285,2.06148248386495,-31.082745883608,NA,NA,NA,0,0,0,NA,0,"-",0,NA,0,NA,0,0,0,NA,0,0,"-",NA,NA,0,0,0,0,600.0005,505.196232672332,0.841993019459703,0.193986038919407,6,0.5,396.1041,420.020133333333,4.56197466666667,0.3489354,500.012,100.712633333333,0.09995343,15.6007833333333,15.40156,999.9,0,0,10000.6666666667,0,1.741432,600.0005,0.933012833333333,0.0669867133333333,0,992.721133333333,4.99951,5754.15633333333,4814.12233333333,34.562,38.562,37.062,37.9979,36.5289333333333,555.144,39.8606666666667,0,1606328244.2,992.699538461539,NA,NA,5754.01769230769,15,NA,NA,1,0.205,0.174,420,0,0.36,0.04,499.563,369.992,9.01451,26.092,29.9999,25.9889,25.9634,"2020-11-25-1016_boof_25C",NA,10,2,1,0,55198,"-",0,0,0.5,0,0,0,0,0,0,0,0,0,0,"0: Broadleaf",2,1606328236.85,388.0931,4.58097466666667,0,-4.41846154732447,-28.8417094104029,1606328285.1,"10:18:05",1606328266.6,1606328285.1,8.011,-0.019,-24.2713175,-0.523057035647244,0.115580835105782,0,992.8796,-4.28526810175882,0.499372646427501,1,4.0860205,0.00567129455909789,0.00249044870455105,1,2,3,"2/3",100,100,8.011,-0.019,4.12653623947185,0.0108526537256606,-5.18283962051755e-06,1.2498934349691e-09,-0.196894602825912,0.00964955815971448,0.000351754833574242,-6.74969522547015e-06,11,2000,1,24,1016.2,1016.1,2,18.9615,100,0,0,420,0.0685887,100.152,100.477,NA
"0",23,1588369739.1,660,"20200501 16:48:59","16:48:59",NA,1588369731.1,0.000732491886276208,5.43408644664398,411.406445710506,236.291891420553,23.9808069886706,41.7528443704374,0.0523836805112423,2.28062667854225,0.0517243168954577,0.0323862477221914,161.834479893924,19.0288205549588,17.4364225806452,1.99900054821148,27.9002182088908,0.580042795169307,2.07899017429358,1.41895775304218,-32.3028921847808,76.5621304527461,6.5950894403693,212.688807602258,NA,NA,NA,0,0,0,NA,0,"-",0,NA,0,NA,0,0,0,NA,0,0,"-",NA,NA,0,0,0,0,999.995838709677,841.190244619408,0.841193745070798,0.192387490141597,6,0.5,411.406451612903,420.009258064516,5.71537935483871,4.62296580645161,400.016322580645,101.388064516129,0.100001132258065,18.0591161290323,17.4364225806452,999.9,0,0,9993.02580645161,0,0.0015536,999.995838709677,0.960005612903226,0.0399943032258065,0,1223.34548387097,4.99951,12120.3387096774,8114.89,37.687,41.899,40.312,40.379,39.379,955.203870967742,39.7912903225806,0,1588369739,716.334297673512,NA,NA,8282.82676285417,15,NA,NA,1,0.986,-0.449,420,4,0.14,0.03,362.614,735.701,17.4858,19.4543,29.9996,19.7272,19.7078,"2020-05-01-1630_faster_vipl_1",NA,12,3,1,0,55278,"-",0,0,0.5,0,0,0,0,0,0,0,0,0,0,"0: Broadleaf",2,1588369731.1,402.261548387097,5.61135129032258,0,1.30981577643694,11.8665701957785,1588369028.6,"16:37:08",1588369013.6,1588369028.6,9.145,0.104,12.7048048780488,9.25668710801396,0.937632501713164,0,3.36890588235294,0.351053111305868,0.164929455402956,1,1.32491341463415,-1.36605094076654,0.137580620136416,0,1,3,"1/3",100,100,9.145,0.104,9.14490000000006,0,0,0,0.104028,0,0,0,-1,-1,-1,-1,12.1,11.8,2,20.9491,56.8521,30.9806,17.52,420,4.61952,101.035,101.737,NA
"0",3,1605814019.5,1692.90000009537,"20201119 11:26:59","11:26:59",NA,1605814011.75,0.00397175387600976,-1.33144294107719,419.312568124515,417.529602459731,42.3112510605216,42.4919316815615,0.315984549324635,2.27773521817592,0.293495937763322,0.185321923333797,0.00797921796,18.437505433546,18.8028966666667,2.1782029876048,35.8042981571083,0.82718667474015,2.31029992854622,1.35101631286465,-175.15434593203,116.104810353315,10.1727228086327,-48.8688335521223,NA,NA,NA,0,0,0,NA,0,"-",0,NA,0,NA,0,0,0,NA,0,0,"-",NA,NA,0,0,0,0,0.0499951,0.041995884,0.84,0.19,6,0.5,419.312566666667,419.979833333333,8.16272066666667,0.2918396,300.296766666667,101.237066666667,0.100062033333333,19.7483966666667,18.8028966666667,999.9,0,0,9989.16666666667,0,0.233698666666667,0.0499951,0,0,0,636.453333333333,0.0499951,12.2973333333333,0.296333333333333,34,39.562,37.4204666666667,38.875,36.5,0,0,0,1605814018.7,636.310769230769,NA,NA,12.4584615384615,15,NA,NA,3,0.05,0.002,420,0,1.64,0.02,280.252,389.434,17.0002,24.9179,30,25.1083,25.0765,"2020-11-19-1058_rasa_15C",NA,1,0,1,0,54857,"-",0,0,0.5,0,0,0,0,0,0,0,0,0,0,"0: Broadleaf",2,1605814011.75,410.661566666667,8.18872066666666,0,-3.26085464714528,3.05435901856563,1605814060,"11:27:40",1605814033.5,1605814060,8.651,-0.026,-0.744048390243902,0.272914850174215,0.132056090874734,1,636.605757575758,-4.45988425220635,2.08174319480316,1,7.96416731707317,0.00815498257840296,0.00213374516089905,1,3,3,"3/3",100,100,8.651,-0.026,4.92623551295733,0.0108526537256606,-5.18283962051755e-06,1.2498934349691e-09,-0.0311207363337867,0.00964955815971448,0.000351754833574242,-6.74969522547015e-06,11,2000,1,24,15,14.8,2,15.8295,100,0,17,420,0,100.333,100.729,NA
"0",1,1605896865.1,0,"20201120 10:27:45","10:27:45",NA,1605896857.35,0.00163822520552388,-0.701314308790361,420.01366709048,420.20182496949,42.8232881546819,42.8041127523094,0.113120625711074,3.20128949151335,0.110946002713232,0.0695331509741942,0.00797921796,15.6187982181841,15.54595,1.77245320079417,15.4855198273601,0.282809018555034,1.82628043299756,1.48964418223914,-72.2457315636031,80.7038368346708,4.85267221413389,13.3187567031615,NA,NA,NA,0,0,0,NA,0,"-",0,NA,0,NA,0,0,0,NA,0,0,"-",NA,NA,0,0,0,0,0.0499951,0.041995884,0.84,0.19,3.38,0.5,420.013666666667,419.998766666667,2.77505233333333,0.9361761,300.283133333333,101.811233333333,0.100004576666667,16.01356,15.54595,999.9,0,0,9999.16666666667,0,0.22616,0.0499951,0,0,0,507.799666666667,0.0499951,9.76633333333333,0.133333333333333,33.812,39.562,37.312,38.75,36.062,0,0,0,1605896863.7,507.6664,NA,NA,9.6228,15,NA,NA,1,0.171,0.177,420,1,1.77,0.08,285.091,397.939,9.44817,25.8469,30.0004,25.7442,25.6778,"2020-11-20-1011_hovu_35C",NA,0,0,1,0,55936,"-",0,0,0.5,0,0,0,0,0,0,0,0,0,0,"0: Broadleaf",2,1605896857.35,411.776666666667,2.79405233333333,0,6.20000009078309,-0.0884616264930064,1605896894.1,"10:28:14",1605896885.1,1605896894.1,8.237,-0.019,-0.136565408292683,-0.0939615838327525,0.133909998236513,1,507.632285714286,2.622622309199,1.87515498134998,1,1.68309146341463,-0.0116004878048771,0.0016853291796511,1,3,3,"3/3",100,100,8.237,-0.019,4.38853623947185,0.0108526537256606,-5.18283962051755e-06,1.2498934349691e-09,-0.204892393175011,0.00964955815971448,0.000351754833574242,-6.74969522547015e-06,11,2000,1,24,1019.5,1019.4,2,15.892,84.6545,0,0,420,0.970102,100.233,100.606,NA
"0",2,1605897715.5,850.400000095367,"20201120 10:41:55","10:41:55",NA,1605897707.5,0.00143634902444185,-0.737686263726286,420.149774640368,422.353823609587,43.0527026270783,42.828032552977,0.0976702080785522,3.20215106011948,0.0960448810314317,0.0601718268790229,0.00797921796,16.7117975783117,16.4922096774194,1.88285994277919,19.230052948587,0.375307419829237,1.95167127637479,1.50755252294995,-63.3429919778855,97.606914755659,5.92833478304285,40.2002367787763,NA,NA,NA,0,0,0,NA,0,"-",0,NA,0,NA,0,0,0,NA,0,0,"-",NA,NA,0,0,0,0,0.0499951,0.041995884,0.84,0.19,3.38,0.5,420.149774193548,419.998709677419,3.68182516129032,2.07098193548387,300.276580645161,101.835161290323,0.0999940709677419,17.0576064516129,16.4922096774194,999.9,0,0,10000.3225806452,0,0.22616,0.0499951,0,0,0,507.811612903226,0.0499951,10.9632258064516,0.424516129032258,33.875,39.629,37.387,38.812,36.187,0,0,0,1605897714.5,507.3444,NA,NA,11.2788,15,NA,NA,2,0.07,-0.016,420,2,1.22,0.08,284.24,398.223,12,25.2215,29.9999,25.3699,25.3305,"2020-11-20-1011_hovu_35C",NA,0,0,1,0,55801,"-",0,0,0.5,0,0,0,0,0,0,0,0,0,0,"0: Broadleaf",2,1605897707.5,411.843774193548,3.70382516129032,0,-2.11461545047473,4.14692318382342,1605897743.5,"10:42:23",1605897735.5,1605897743.5,8.306,-0.022,0.0680951829512195,0.323985188006969,0.142461697567903,1,507.651212121212,-1.03528268401872,1.71274855763222,1,1.64540268292683,-0.012752404181182,0.00189362605367899,1,3,3,"3/3",100,100,8.306,-0.022,4.55967208464145,0.0108526537256606,-5.18283962051755e-06,1.2498934349691e-09,-0.0281246578717186,0.00964955815971448,0.000351754833574242,-6.74969522547015e-06,11,2000,1,24,13.8,13.7,2,15.8799,73.7631,0,12,420,2.08977,100.337,100.702,NA
"0",1,1602538581.6,0,"20201012 16:36:21","16:36:21",NA,1602538573.85,0.00462292202714756,12.3487015253438,414.779953219285,361.116194207156,36.6042141572903,42.0437922179694,0.462042396848044,2.27806744703377,0.415600232873029,0.263532698436306,161.826991502154,18.1080049471809,17.8002133333333,2.04539751293698,43.9323039070203,0.934448948077274,2.12702013091545,1.11094856485971,-203.870861397208,76.4860141776941,6.62072714347766,41.0628714261179,NA,NA,NA,0,0,0,NA,0,"-",0,NA,0,NA,0,0,0,NA,0,0,"-",NA,NA,0,0,0,0,999.943533333333,841.146766503187,0.841194265939403,0.192388531878807,6,0.5,414.779966666667,429.0457,9.21873766666667,4.638582,600.0195,101.164133333333,0.199955966666667,18.4229866666667,17.8002133333333,999.9,0,0,9998.52466666667,0,35.4151566666667,999.943533333333,0.9599916,0.04000856,0,1690.20766666667,4.99912,16603.7666666667,6412.196,32.4832666666667,35.3122,34.0873333333333,35.4330666666667,34.5789333333333,955.139,39.8066666666667,0,1602538587.2,1689.60461538462,NA,NA,16597.9846153846,15,NA,NA,1,0.085,0.021,416,9,0.53,0.11,609.468,421.928,14.9953,21.0326,30.0001,20.9685,20.9457,"2020-10-12-1634_rasa_gs",NA,6,1,1,0,55106,"-",0,0,0.5,0,0,0,0,0,0,0,0,0,0,"0: Broadleaf",2,1602538573.85,414.4981,9.15493566666667,0,-596.124444764922,-5813.83248186977,1602538454.6,"16:34:14",1602538454.6,1602538451.1,0.282,0.064,-12.0332543902439,-36.6472055749129,3.86185478094182,0,1734.792,-774.390058708413,79.5599214536709,0,4.63128951219512,-0.716769825783972,0.143255621384638,0,0,3,"0/3",100,100,0.282,0.0638,0.281904761904684,0,0,0,0.0638015000000003,0,0,0,-1,-1,-1,-1,2.1,2.2,2,-1,65.0453,43.9303,15,420,4.16108,102.331,101.595,NA
"0",5,1606771873.1,3150.5,"20201130 13:31:13","13:31:13",NA,1606771865.1,0.00256278165032125,15.1188015743588,402.701088044496,252.781275497589,25.5114888466867,40.6418722904725,0.174711182302179,3.21513747039475,0.169603109108521,0.106448443270719,97.9981558001083,19.1261017015249,18.315364516129,2.11271397129384,27.2290184429893,0.608275694474684,2.23392442789761,1.50443827681916,-113.018670779167,154.671958025692,9.55010938772746,149.201552434361,NA,NA,NA,0,0,0,NA,0,"-",0,NA,0,NA,0,0,0,NA,0,0,"-",NA,NA,0,0,0,0,599.978677419355,505.178233156288,0.841993644389455,0.19398728877891,3.21,0.5,402.701096774194,419.964903225806,6.02711612903226,3.30424129032258,300.30564516129,100.823161290323,0.100013483870968,19.2076967741936,18.315364516129,999.9,0,0,9994.67741935484,0,2.47353483870968,599.978677419355,0.932981806451613,0.0670183580645161,0,618.129258064516,4.99951,3571.32483870968,4813.89967741936,30.625,34.187,33.187,33.5945161290323,33.1168709677419,555.105161290323,39.8712903225806,0,1606771874.4,618.14856,NA,NA,3571.4756,15,NA,NA,14,-0.018,-0.02,420,3,0.43,0.07,266.857,396.508,19.9998,16.6178,30.0002,16.6451,16.6005,"2020-11-30-1201_hovu_15C",NA,8,3,1,0,55623,"-",0,0,0.5,0,0,0,0,0,0,0,0,0,0,"0: Broadleaf",2,1606771865.1,394.371096774194,6.02911612903226,0,0.424999983902603,4.17692306043589,1606771902.1,"13:31:42",1606771889.1,1606771902.1,8.33,-0.002,-17.4060825,0.0718975609756168,0.263697008788022,1,618.103117647059,0.406771618182553,0.212430440477627,1,2.7767495,0.0103366604127495,0.00189377526385789,1,3,3,"3/3",100,100,8.33,-0.002,4.67190838551533,0.0108526537256606,-5.18283962051755e-06,1.2498934349691e-09,-0.0170643696847659,0.00964955815971448,0.000351754833574242,-6.74969522547015e-06,11,2000,1,24,9.7,9.4,2,15.3307,58.0087,0,20,420,3.26902,101.61,101.995,NA
"0",1,1606424038.6,0,"20201126 12:53:58","12:53:58",NA,1606424030.85,0.00363608309697651,16.3996763985113,408.154123619179,294.838119726328,30.0533746710345,41.6038767715679,0.259136762485067,3.21890077847476,0.248079759036448,0.156003961469502,98.0061602280097,15.6580711376977,15.8715566666667,1.80978448742202,18.1692734139807,0.331471483179888,1.82435189139061,1.47831300424213,-160.351264576664,21.7719995403752,1.30406487540571,-39.2690399328734,NA,NA,NA,0,0,0,NA,0,"-",0,NA,0,NA,0,0,0,NA,0,0,"-",NA,NA,0,0,0,0,600.031333333333,505.222251640998,0.841993115316753,0.193986230633506,3.31,0.5,408.154133333333,419.992733333333,3.25189533333333,0.852726766666667,500.018933333333,101.8318,0.09998107,15.9970166666667,15.8715566666667,999.9,0,0,10001.8333333333,0,1.80928,600.031333333333,0.9330036,0.0669963833333333,0,488.685966666667,4.99951,2852.90233333333,4814.35733333333,34.125,38.125,36.625,37.5,36.1746,555.166666666667,39.8643333333333,0,1606424038.7,488.65224,NA,NA,2852.7488,15,NA,NA,10,0.088,0.158,420,1,0.63,0.05,522.12,474.399,9.04038,25.7751,30.0001,25.6559,25.6214,"2020-11-26-1252_hovu_25C",NA,0,0,1,0,55870,"-",0,0,0.5,0,0,0,0,0,0,0,0,0,0,"0: Broadleaf",2,1606424030.85,400.354133333333,3.27489533333333,0,-1.26353845605556,-14.1453846121512,1606424065.6,"12:54:25",1606424059.1,1606424065.6,7.8,-0.023,-12.0037658536585,-0.09395958188156,0.0968145338055117,1,488.757323529412,-1.09836010143755,0.232664075007955,1,2.26732926829268,0.00355651567943931,0.00164916000827605,1,3,3,"3/3",100,100,7.8,-0.023,4.03111723405517,0.0108526537256606,-5.18283962051755e-06,1.2498934349691e-09,-0.189789075833241,0.00964955815971448,0.000351754833574242,-6.74969522547015e-06,11,2000,1,24,47.1,46.9,2,20.2741,100,0,0,420,0.720195,100.221,100.54,NA
"0",2,1606415675,973.5,"20201126 10:34:35","10:34:35",NA,1606415667.25,0.00386364966525452,18.9704170620973,405.2629877492,280.265075628445,28.5834318329806,41.3316106503268,0.270336155584146,3.15375928128643,0.258090599248539,0.16236060950192,97.9962427869851,17.9725644896654,18.0591066666667,2.07898893776107,26.9795153400814,0.5720717055293,2.12039281772945,1.50691723223177,-170.386950237725,53.4055669956383,3.34284106089306,-15.6422993942081,NA,NA,NA,0,0,0,NA,0,"-",0,NA,0,NA,0,0,0,NA,0,0,"-",NA,NA,0,0,0,0,599.969033333333,505.169933029873,0.841993344595184,0.193986689190368,3.58,0.5,405.263,419.966133333333,5.60925366666667,2.85854633333333,500.027,101.887133333333,0.1000007,18.37321,18.0591066666667,999.9,0,0,9999,0,1.86582,599.969033333333,0.932994166666667,0.0670058033333333,0,548.785166666667,4.99951,3180.36733333333,4813.83933333333,34.0454666666667,38.062,36.5248,37.562,36.312,555.102333333333,39.8646666666667,0,1606415674.7,548.75212,NA,NA,3180.3524,15,NA,NA,2,0.125,-0.032,420,3,0.3,0.05,523.245,489.799,14.0003,24.899,30.0001,25.0412,25.016,"2020-11-26-0957_hovu_25C",NA,0,0,1,0,55442,"-",0,0,0.5,0,0,0,0,0,0,0,0,0,0,"0: Broadleaf",2,1606415667.25,397.171,5.63425366666667,0,-0.701153862169757,-7.16461537709247,1606415704.5,"10:35:04",1606415692,1606415704.5,8.092,-0.025,-14.9549853658537,0.243698257839726,0.111374462985704,1,548.850742857143,-1.30912720156569,0.219991602808197,1,2.81511292682927,0.0322473867595798,0.00386092004952089,1,3,3,"3/3",100,100,8.092,-0.025,4.28809151569868,0.0108526537256606,-5.18283962051755e-06,1.2498934349691e-09,-0.0233340389858691,0.00964955815971448,0.000351754833574242,-6.74969522547015e-06,11,2000,1,24,15.9,15.7,2,20.2582,68.7733,0,14,420,2.8973,100.297,100.624,NA
